token,idade,genero,raca_cor_etnia,pcd,uf_onde_mora,vive_no_brasil,pais_onde_mora,nivel_de_ensino,area_de_formacao,situacao_de_trabalho,setor,cargo_atual,nivel_profissional,faixa_salarial,tempo_experiencia_dados,modelo_trabalho_atual,modelo_trabalho_ideal
kcgrqqcdr6jl9xuiakcgrqqgglwtpkpt,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Analista de Suporte/Analista Técnico,Sênior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto
3f4oskzqm9sq214tjw3f4oskgsnda6fu,25,Feminino,Branca,Não,SC,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
awjlpoapx6yfxd9qcmawjlp584t89pm9,25,Masculino,Branca,Não,DF,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
falqn5avjmeqv12rjmfalqn5amw4ppmv,25,Masculino,Branca,Não,SP,True,Brasil,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Outra Opção,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
gytkah7mzg5bgytkmcl3xwfttrsio4mc,25,Masculino,Branca,Sim,CE,True,Brasil,Não tenho graduação formal,Sem graduação formal,Empregado (CLT),Educação,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
4jpcdy4s5zw7vuuyjz6cl4jpc29jn2sn,25,Masculino,Branca,Não,RS,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
nxwjbgd8xg33g5bznxwjbezpqwx8g6ff,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Setor de Energia,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
rfcaqg3fsusmg1xecrfcaqgikhvyvosg,25,Feminino,Parda,Sim,AM,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Analista de BI/BI Analyst,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
jvfi9sdy9gpghe99hjvfig8uy9ylgf0q,25,Feminino,Parda,Não,RJ,True,Brasil,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Indústria,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
6fqvd7x5h2ldlkqyvrv6fqvdw5f2h8pj,25,Masculino,Branca,Não,PR,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Varejo,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
r5wc3ibqqzmorpch6gvgjnar5wc3ibpj,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
116409j4orj5k8pnge116409yzjx0p2e,25,Masculino,Parda,Não,PA,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
65c0pjy4z3168f6z6p00wddvti5u65c0,25,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
q70h5pix2cnv4navuy35q70h6it6oigx,25,Masculino,Branca,Não,RS,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
wkdwnrt31fkgo7j7q1imr8wkdwnuqvu5,25,Masculino,Branca,Não,Fora do Brasil,False,Hungria,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Área da Saúde,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
zcyqhdhqhc2050pneejzcyqhdim9g02i,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
2nshi3nwykzc8no7h2nshrd9gde6bff6,25,Masculino,Branca,Não,RJ,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Outra Opção,Não Informado,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,Modelo 100% presencial,Modelo 100% remoto
61uohgzddlm2yq18yps61uohgzdzlw6k,25,Masculino,Parda,Não,MG,True,Brasil,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empreendedor ou Empregado (CNPJ),Marketing,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
owpyllqyicaegr5bujztx6owpyll92hf,25,Masculino,Branca,Não,MG,True,Brasil,Mestrado,Química / Física,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
am0q389bz8gwkalux6am0q38wpgjv64e,25,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ttzy7ob9ly2n4e5623rrn2ottzy7obtw,25,Feminino,Branca,Não,CE,True,Brasil,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
m42evgb94udof453m42evgmnw2irn757,25,Feminino,Branca,Não,SP,True,Brasil,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Educação,Não Informado,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
a3ftwcsd14zyl8ia3f5nxbb63n793hjz,25,Masculino,Branca,Não,MG,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Entretenimento ou Esportes,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
srfgmytavzqfhsrfg4zad3rjhjgqzz8e,25,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
kmb94kdnzbue821kmru8nynp7csqd9lp,25,Masculino,Branca,Não,SP,True,Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2zi6ad9pkiofcxxu2zv5ffit8hpz7y0q,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
scl4x0lgw600yolfjjscl4x0tatfzl2o,25,Masculino,Branca,Não,PR,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Prefiro não informar,Outra Opção,Não Informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
lg7h3gv8hejb0u2nfg9lg7h37xowm9ft,25,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Indústria,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ozfn6b76uijvoevesgliozfn6b7pfc59,25,Masculino,Branca,Não,RS,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
6q9qo5ulzcq4raxvj6q9q0ylq3uirgjj,25,Masculino,Preta,Não,GO,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Varejo,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
ciollekzosbny87ciogt570hlxqejnrf,25,Masculino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
xy2mu9q3jp8ks5769mxy2mua6ut0ofsy,25,Masculino,Parda,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
j1u0ze4og3srh8j1u0ulhe3rfn0xvmtb,25,Masculino,Branca,Não,RJ,True,Brasil,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
inkftmeopryndizl6mzinkftmofb0v8t,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
6vaurptq9wi13s09n6va0tl5ajcv1cq7,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
ha4w73u8f8kpgbpkgzvwwj4ha4w73u96,25,Masculino,Branca,Não,MS,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Setor de Energia,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
w32um1w81if40w32umnpmpi0se5vsyrf,25,Masculino,Branca,Não,BA,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
nat2n5m745h0mwnqgqnat2n5lqhlmgre,25,Masculino,Branca,Não,SC,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Agronegócios,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
3r191w4sidsgkr5hr23r19831bidtrkq,25,Masculino,Parda,Não,RJ,True,Brasil,Mestrado,Química / Física,Empregado (CLT),Área de Consultoria,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
5x0us8qwiuqbti7etcy5x0us88l9mqgb,25,Masculino,Preta,Não,RJ,True,Brasil,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
nf444mo76mqr68pyl5nf444clgyte9em,25,Feminino,Parda,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
9pd9sw8lgvfoh1l68xi9pd9y4mm5zpqa,25,Masculino,Amarela,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),"Desempregado, buscando recolocação",Não informado,Desempregado,Não informado,Não informado,Não informado,Não informado,Não informado
dm0ss28wkaxobbjpdm0sg001hfifk2ii,25,Masculino,Preta,Não,RJ,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
216zhhoevfzojr4bx4s216zhhoyp9ioa,25,Feminino,Parda,Não,MG,True,Brasil,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Trabalho na área Acadêmica/Pesquisador,Não informado,Não Informado,Não informado,Não informado,Não informado,Não informado,Não informado
nkqltaajs2gt79o3znkqltaoq8dhz3fo,25,Masculino,Branca,Não,SP,True,Brasil,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Somente Estudante (graduação),Não informado,Estudante,Não informado,Não informado,Não informado,Não informado,Não informado
xj2z879xdzdwezkp51rwgxj2z87s981s,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Área de Consultoria,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
nji2o8cjs8eg3h0yh4r33rnji2o8qh2m,25,Feminino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Marketing,Não Informado,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
18sjtfer6hwz34ieq18sjt16xwqq5gr7,25,Masculino,Branca,Não,SP,True,Brasil,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
pg6fpgdq9853gazrktf0cpg6fpgdo20d,25,Masculino,Preta,Não,SP,True,Brasil,Graduação/Bacharelado,Outra opção,Empreendedor ou Empregado (CNPJ),Área da Saúde,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
0778hxv2fj9ghd1u11p0778hx37eosns,25,Masculino,Preta,Não,SP,True,Brasil,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
